artist,title,Lyrics
Bob Marley & The Wailers,Duppy Conqueror,"Yes, me friend
We de a street again
Yes, me friend, me good friend
Them say we free again

The bars could not hold me
Force could not control me, now
They try to keep me down
But Jah put I around
Yes, I've been accused, many a times
And wrongly abused now
But through the powers of the Most High
They've got to turn me loose

Don't try to cold me up on this bridge, now
I've got to reach Mount Zion
The highest region
If you a bull-bucker
Let me tell you this
I'm a duppy conqueror, conqueror

Yes, me friend, me good friend
We de a street again
Yes, me friend, me good friend
Them say we free again

Don't try to cold me up on this bridge, now
I've got to reach Mount Zion
The highest region
So if you a bull-bucker
Let me tell you this
I'm a duppy conqueror, conqueror

Yes, me friend
Them say we're free again
Yes, me friend, me good friend
Them set  de a street again"
Bob Marley & The Wailers,Jump Nyabinghi,"(Hallelu-Jah!)
(Hallelu-Jah!)

Love to see when you move in the rhythm
I love to see, when you're dancing from within!
It gives great joy to feel such sweet togetherness
Everyone doing and they're doing their best
Huh, it remind I of the days in Jericho
When we trodding down Jericho walls
These are the days when we'll trod through Babylon, (na-na, na-na)
Got to trod until Babylon falls

Sing your song yah!
(Jump, jump, jump,) Nyabinghi!
(Jump, jump, jump,) Nyabinghi!
(Jump, jump, jump,) Nyabinghi!
(Jump, jump, jump,) Nyabinghi!

We've got the herb (got it!)
We've got the herb (got it!)
We've got the herb (got it!)
So hand I the surf board
Because most of all we have not got nothing to lose. We-e-e-ey!


Love to see when you groove with the ridding
Because I love to see when you're dancing from within!
It gives great joy to see such sweet togetherness
Because everyone's doing and they're doing their best
Because it remind me of the days in Jericho
When we trodding down Jericho walls!
These are the days when we'll trod through Babylon
We keep on trodding until Babylon falls!"
Bob Marley & The Wailers,I Know,"Wo, man, there you are!

When the race gets hard to run
It means you just can't take the pace
When it's time to have your fun
You find the tears run on down through your face
Then you stop and think a little
Are you the victim of the system?
Anyday now they gone let you down
Remember, Natty will be there
To see you through

(I)	And is it good to know (know) now
Jah will be waiting there
(I) won't it doggone good to know (know) , you all
Jah will be waiting there
Wait in Summer, wait in Spring
Wait in Autumn, Winter thing
(Tribe) goes up, all the tribe goes down
Bring my children from the end of the earth

Many a time I sit and wonder why
This race so - so very hard to run
Then I say to my soul: take courage
Battle to be won
Like a ship that's tossed and driven
Battered by the angry sea, yea-eah!
Say the tide of time was raging
Don't let the fury fall on me, no, no!

(I) Cause I know (know) -know
Jah will be waiting there
(I) Ain't it good to know (know) now
Jah will be waiting there. Wo-oo-o-oo-o! Ooh, yeah!
Lost and found, who speak I give
Lost and found, who speak I give
Speak I give, lost and found
Lost and found, who speak I give
Lost and found, who speak I give"
Bob Marley & The Wailers,Put It On,"Feel them spirit
Feel them spirit
Feel them spirit
Lord, I thank you
Lord, I thank you

Feel alright now
Feel alright now
Feel alright now
Good Lord, hear me
Good Lord, hear me

I am not boasting
I am not boasting
I am not boasting
Feel like toasting
Feel like toasting

I'm going to put it on, in the morning
I'm going to put it on, in the night
I'm going to put it on, anytime, anywhere
Good Lord, help me
Good Lord, help me

No more crying
No more crying
No more crying
Lord, I thank you
Lord, I thank you

Cause I'm gonna put it on
I'm gonna put it on
I'm gonna put it on
Feel alright now
Feel alright now

Lord, I thank you
Lord, I thank you
Lord, I thank you
Feel alright now
Feel alright now"
Bob Marley & The Wailers,We and Dem,"We no know how we and dem a-go work this out, oy!
We no know how we and dem a-go work it out

But someone will have to pay
For the innocent blood
That they shed every day
Oh, children, mark my word
It's what the Bible say, yeah! yeah!


But in the beginning Jah created everything (oo-oo-oo-oo-ooh)
Giving man dominion over all things
But now it's too late
You see, men has lost their faith (oo-oo-oo-oo-ooh), hey-ey-hey!
Eating up all the flesh from off the earth, eh!


But I say: we no know how we and dem a-go work it out
Them a flesh and bone!
We no know how we and dem a-go work it out

But we now have no friends
In a high society, yeah!
We no have no friends
Oh, mark my identity
We no have no friends. Oh-oh! Yeah!


Ilyabom! "
Bob Marley & The Wailers,Guava Jelly,"You said you love me
I said I love you
Why won't you stop your crying?
Dry your weeping eyes
(Dry your, dry your, dry your weeping eyes)
You know that I love, I love-a love-a love you so

(Damsel, here I am) Da-dam-dam, da-dam-damsel, here I am
Me say come rub it 'pon me belly wit' you guava jelly
(Damsel, here I stand) Da-dam-dam, da-dam-damsel
Whoa now, whoa now
(Come rub it 'pon me belly wit' you guava jelly)
Whoa now

I really really, I really love you
Yes I really, really love you, child
I'll say you should stop your crying
Wipe, wipe your weeping eyes
Tell me how I'm gonna love
Love you from the bottom of my heart

(Damsel, here I am) Oh damsel, oh damsel, oh damsel
(Come rub it 'pon me belly wit' you guava jelly)
(Damsel, here I stand) Da-da-dam, da-dam-damsel
I can't explain, though the fact still remain
(Come rub it 'pon me belly wit' you guava jelly)
I need your love so much
Come on, come on, come on, come on damsel, oh da-
(Damsel, here I am)
Oh damsel, baby
Me say come rub it, me say come rub it
(Come rub it 'pon me belly wit' you guava jelly)"
Bob Marley & The Wailers,Rebel Music (3 O’Clock Roadblock),"Do do do do-do do do!
Do do do do-do do do!
I rebel music
I rebel music

Why can't we roam (oh-oh-oh-oh) this open country? (open country)
Oh, why can't we be what we want to be? (oh-oh-oh-oh-oh)
We want to be free (want to be free)

3 o'clock roadblock curfew
And I've got to throw away
Yes, I've got to throw away
Ah yes, but I've got to throw away
My little herb stalk
I (rebel music) yeah, I'm telling you
(I) I rebel music (rebel music) Oh-ooh!

Take my soul (oh-oh-oh-oh-oh)
And suss me out (suss me out)
Check my life (oh-oh-oh-oh-oh)
If I am in doubt (I'm in doubt)
Im tellin you
3 o'clock roadblock
And hey, Mr. Cop! Ain't got no
Hey, Mr. Cop
What you saying down there
Hey (hey!) hey, Mr. Cop
I've got no birth certificate on me now

(Do do do!)
Oh yeah, I'm telling you
I rebel music (rebel music)"
Bob Marley & The Wailers,Work,"We, Jah people, can make it work
Come together and make it work, yeah!
We can make it work
We can make it work

Five days to go: working for the next day
Four days to go: working for the next day
Say we got: three days to go now: working for the next day
Two days to go (ooh): working for the next day, yeah
Say we got: one day to go: working for the
Every day is work - work - work - work!
We can make it work 



We got: five days to go work, oh! - working for the next day, yeah!
Four days to go: working for the
Three days to go now: working for the next day, yeah!
Two days to go: working for the next day
Say we got: one day to go now: working for
Every day is work, watch a!
(Work!) I work in the mid-day sun
(Work!) I work till the evening come!
(Work!) If yeah Aren't I got nothing to do!
(Work!) Ooh-ooh-ooh-oo-oo-ooh!
(Work!) "
Bob Marley & The Wailers,Trench Town,"(Scoop, scoop, scoop, scoo-doo
Scoop, scoop wa-doo.)
Up a cane river to wash my dread
Upon a rock I rest my head
There I vision through the seas of oppression, oh-oo-wo!
Don't make my life a prison
 
We come from Trench Town, Trench Town (Trench town)
Most of them come from Trench Town
We free the people with music (sweet music)
Can we free the people with music (sweet music)?
Can we free our people with music? - With music
With music, oh music
Oh-y, my head
In desolate places we'll find our bread
And everyone see what's taking place, oh-oo-wo!
Another page in history

They say it's hard to speak
They feel so strong to say we are weak
But through the eyes the love of our people, oh-oo-wo!
They've got to repay
We come from (Trench town) Trench Town
We come from (Trench town) Trench Town
Trench - Trench Town (Trench town)
They say, ""Can anything good come out of Trench Town?
(Trench - Trench town)
That's what they say, (Trench town); (Trench - Trench town)
Say (Trench - Trench town) we're the underprivileged people
So (Trench town) they keep us in chains
""Pay (Trench - Trench town) - pay - pay tribute to -"" (Trench town)
We come from (Trench - Trench town)
We come from (Trench - Trench town)
Just because we come from Trench Town
Not because we come from Trench Town
Just because we come from (Trench town) "
Bob Marley & The Wailers,Crisis,"They say the sun shines for all
But in some people world, it never shine at all. Mm-mm-mm
They say love is a stream that will find its course
I mean some people think life is a dream
So they making matters worse

But no matter what the crisis is
No matter what the crisis is
Doing it, doing it, doing your thing
(Give Jah all the thanks and praises!)
Giving it, giving it, giving it, giving it
(Give Jah all the thanks and praises!)

So - so - so much have been said, so little (been done) a little been done
They still killing - killing the people
And they - and they having (having their fun) - having-a - having-a lots of fun
Killing the people, oo-yoo! - (having fun) having their fun!
They just want to be the leader
In the house of the rising sun

But no matter what the crisis is
Oh, no, oh, no no - (no what the crisis is) no what the crisis is
Do your - live it up, live it up, live it up, live it up! (Give Jah all the thanks and praises!)
Live it up, live it up, live it up, live it up! (Give Jah all the thanks and praises!)

They say the sun shines for all
But in some people world, it never shine at all. (Mm-mm-mm)
They say love is a stream that will find its course (Never ever)
Some people think life is a dream
So they, so they making matters worse (making matters worse
)

No matter what the crisis is
No matter what the crisis is
Do it
Do your - live it up, live it up, live it up, live it up! (Give Jah all the thanks and praises!)
Live it up, live it up, live it up, live it up! (Give Jah all the thanks and praises!)
(Give Jah all the thanks and praises!)
(Give Jah all the thanks and praises!)
(Give Jah all the thanks and praises!)
(Give Jah all the thanks and praises!)"
Bob Marley & The Wailers,How Many Times,"Doo, do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop..

How many times I told you (I love you)?
But now you want to say that (we are through)
What a more, can I do?
What more can I say to you?
Now you're gone

Do you remember that first (night we met)?
That was a moment I (never will forget)
Love was at first sight
You came walking through the pale, pale moonlight
(Pale, pale moonlight)

Do you remember that first (night we met)?
That was a moment I'll (never will forget)
Love was at your first sight, wa-da-da
You came walking, through the p-p-pale, p-p-pale, pale moonlight
(Pale, pale moonlight)

Doo, do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Doo, do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop, choo-whop, choo-wop, doo
Do-do-wop.."
Bob Marley & The Wailers,Pass It On,"What your hands do
It is your own eyes that have seen
So won't you judge your actions
To make sure the results are clean
It's your own conscience
That is going to remind you
That it's your heart and nobody else's
That is going to judge

Be not selfish in your doings
Pass it on
Help your brothers in their needs
Pass it on
Live for yourself and you will live in vain
Live for others, you will live again
In the kingdom of Jah men shall reign
Pass it on

What's in the darkness
Must be revealed to light
We are not here to judge what is good from bad
But to do the things that are right
On a hot, sunny day
Follow the shadows for rescue
But as the day grows old
I know the sun is gonna find you"
Bob Marley & The Wailers,Caution,"Wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo-wo
Wo-wo-wo-wo, wo-wo-wo-wo

Here I am walkin' down the street (Walkin', walkin', walkin', walkin'
Walkin', walkin', walkin', walkin', walkin', walkin', walkin'
Walkin')
And the children: everything is so sweet
(Wo-wo-wo sweet! Wo-wo-wo sweet!)
I'm doin' my best and I'm doin' it slow
But there is just one thing I would like you to know

Ooh, when you wet, it's slippery, yeah. Uh
When it damp, it crampin'
If it's slidin', you'll tumble down
Don't want you on the ground

Oh-oh-oh! Caution: the road is wet;
Black soul is black as jet. (Did you hear me?)
Caution: the road is hot;
Still you got to do better than that

'Cause when you wet, it's slippery, yeah. It's slippery, yeah!
When it damp, it crampin'! When it damp, it crampin'!
If it slidin' up and down-a
Don't want you on the ground. Brother!

Hit me from the top
You crazy muthafunkin'!
Hit me from the top
You crazy muthafunkin'
Hit me from the top
Crazy muthafunkin'! Eh

When you wet, it's slippery, yeah. Uh!
When it damp, it crampin
If you slidin', you're tumblin' down
Don't want you on the ground! Don't, don't

Caution: the road is wet;
Black soul is black as jet. Black soul!
Caution: the road is hot;
Yeah, you got to do better than that!"
Bob Marley & The Wailers,So Jah Seh,"So Jah seh
Not one of my seeds
Shall sit in the sidewalk
And beg bread
(No, they can't and you know that they won't!)

And verily, verily, I'm saying unto thee, I
Inite oneself and love Imanity
'Cause puss and dog they get together
What's wrong with loving one another
Puss and dog they get together
What's wrong with you my brother

So Jah seh
Ye are the sheep of my pasture
So verily, thou shall be very well
So Jah seh (yeah)
Ye are the sheep of my pasture
So verily, thou shall be very well, yeah

And down here in the ghetto
And down here we suffer
But I and I hang on in there
And I and I, I don't let go
I and I hang on in there
And I and I, I don't let go

For so Jah seh (yeah)
I'm gone to prepare a place
That where I am, thou shall abide, yeah
So Jah seh
Fear not for mighty dread
Because I will be there at your side

And down here in the ghetto
And down here we suffer
But I and I hang on in there
And I and I, I don't let go
I and I hang on in there
And I and I, I don't let go"
Bob Marley & The Wailers,Top Rankin’,"They don't want to see us unite
All they want us to do is keep on fussing and fighting
They don't want to see us live together
All they want us to do is keep on killing one another

Top ranking, top ranking
Are you skanking (skanking, skanking)
Are you skanking (skanking, skanking)
Wo-ho, top ranking (top ranking)
'Ow, did you mean what you say now?
Are you, How are you (ranking, ranking)
Are you, Lord, Lord, Lord! (skanking, skanking)

They say the blood runs
And it runs through our line
And our hearts, heart of hearts divine, eh
And John saw them coming, ooh with the truth
From an ancient time
The brotherly love (brotherly love), the sisterly love (sisterly love)
I feel this morning, I feel this morning
Brotherly love (brotherly love), the sisterly love (sisterly love)
I feel this morning, this morning, Hey"
Bob Marley & The Wailers,Stop That Train,"Stop that train: I'm leaving - today!
Stop that train: I'm leaving - anyway!
Stop that train: I'm leaving. And I said
It won't be too long whether I'm right or wrong
I said, it won't be too long whether I'm right or wrong

All my good life I've been a lonely man
Teaching my people who don't understand
And even though I tried my best
I still can't find no happiness
So I got to say

Stop that train: I'm leaving - any day, now
Stop that train: I'm leaving - don't care what you say!
Stop that train: I'm leaving. And I said
It won't be too long whether I'm right or wrong
Said, it won't be too long whether I'm right or wrong

Some going east; and-a some going west
Some stand aside to try their best
Some living big, but the most is living small
They just can't even find no food at all
I mean, stop it

Stop that train: I'm leaving - leaving, mm-hmm
Stop that train: I'm leaving - I don't mind!
Stop that train: I'm leaving. And I said
It won't be too long whether I'm right or wrong
I said it won't be too long whether I'm right or wrong

Stop that train: I'm leaving – leaving!
Stop that train: I'm leaving - can't take it!
Stop that train: I'm leaving - got to be better!
It won't be too long whether I'm right or wrong
I said it won't be too long whether I'm right or wrong "
Bob Marley & The Wailers,Hypocrites,"Dip, for diplomatic
Hyp, for hypocratic
Dry, for dry-land tourist
Top, for Topper Norris!

See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
Man go....

Dem cut - cut - cut 'gainst them one another
Cut - cut - cut 'gainst them one another
How the teach to love one another?
How the teach to love one another?
Man go....

Dem a run - come - come with them gravalicious
Dem a run - come - come with them gravalicious
Dem a run a - come - come with them gravalicious
Say, dem a run-a - come - come-a with them gravalicious
Say...

See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
Man go....

Dip-a (for diplomatic);
A hyp-a (for hypocratic);
A dry - dry - dry (for dry-land tourist);
A top-pa - top-pa - top-pa (for Topper Norris)!

See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
See the hypocrites, dem a galang deh
Man go...."
Bob Marley & The Wailers,No More Trouble,"(We don't need) No, we don't need (no more trouble) No more trouble!
(We don't need no more trouble)


(We don't need) We don't need (no more) trouble!
We don't need no trouble!
(We don't need no more trouble)
Make love and not war! 'Cause we don't need no trouble

What we need is love (love)
To guide and protect us on (on)
If you hope good down from above (love)
Help the weak if you are strong now (strong)

We don't need no trouble (Need no trouble)
What we need is love  Oh, no!
We don't need, we don't need, no more trouble!
Lord knows, we don't need no trouble!

(We don't need) We don't need trouble (no more trouble)
No more trouble, no more trouble!
Speak happiness! (Sad enough without your woes)
Come on, you all, and speak of love (Sad enough without your foes)

We don't need no trouble
What we need is love now (What we need is love!)
(We don't need) Oh, we don't need no more trouble!
We don't need, no, we don't need no trouble!
We don't (need), no brothers and sisters, (no more trouble!)
We don't need no trouble what we need is love

We don't need, no more trouble, we don't need no more trouble!
Troubles, we don't need (we don't need), Lord, knows!
We don't need no more war (no more trouble)!
No more trouble, we don't need no more, more trouble!"
Bob Marley & The Wailers,It Hurts To Be Alone,"After he, breaks your heart
Then you'll be sad
And your teardrops start
Then you'll know how
It hurts to be alone
Just because you think that you're so smart
Going around breaking lover's hearts
Now you're defeated
By your own weapon
After he, breaks your heart
Then you'll be sad
And your teardrops start
Then you'll know now
It hurts to be alone"
Bob Marley & The Wailers,I’m Still Waiting,"I'm still waiting;
I'm still waiting;
I'm still waiting;
I'm still waiting for you
Why, oh why? Why, oh why?)
I said-a my feet won't keep me up anymore
Well, every little beat my heart beats, girl
It's at-a your door
I just want to love you
And I'm never gonna hurt you, girl
So why won't you come out to me now, girl?
Oh, can't you see I'm under your spell?
But I got to - got to go
Why, girl? Oh why, girl? Oh!
Woah, my gosh, the rain is fallin'
And I just can't stop callin'
And I just can't tell the raindrops
From my teardrops
Falling down my face
Mm, look at it, yeah!
It isn't really raindrops
(I'm still waiting) Teardrops falling down my face
(I'm still waiting)
(I'm still waiting) I'm still waitin'
(I'm still waiting) Yes, I will
I wait in the rain, I wait in the sun
Please, relieve me from these pains
Oh pains, just pains
I love you, yes I do
But tell me, do you really love me, too?
Mm-mm. Mm"
Bob Marley & The Wailers,Keep On Moving,"Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

I've been accused for the killin'
Lord knows I didn't do
For hangin' me, they are willin', yeah, yeah
And that's why I've got to get on thru
Lord, they're coming after me (a-one more time)
(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

(Now, listen) I've got two boys and a woman
They're just gonna suffer now
Lord, forgive me for not goin' back
But I'll be there anyhow
I'll be there anyhow (one more time)
(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

Now, maybe someday I'll find a piece of land
Somewhere not by near anyone
Then I'll send for my love, love, love, love, sweet woman
And my two grown up son
My two grown up son (yeah, yeah ...)
(I say now) Lord I've got to keep on moving ..."
Bob Marley & The Wailers,Want More,"Now you get what you want
Do you want more? (want more)
Now you get what you want
Do you want more? (want more)

You think it's the end
But it's just the beginning
You think it's the end
But it's just the beginning
Go down back-biter, down back-bite, down back-biter, down back-bite
Down back-biter, down back-biter, down back-biter, down back-bite
They stab you in the back
And they claim that you are not looking
But Jah have them in the region
In the valley of decision
They stab you in the back
And they claim that you are not looking
But Jah have them in the region
In the valley of decision
In the valley of decision
Go down back-biter, down back-bite, down back-biter, down back-bite

Now you get what you want
Do you want more? (want more)
Now you get what you want
Do you want more? (want more)


Go down back-biter, down back-bite, down back-biter, down back-bite
Go down back-biter, down back-bite, down back-biter, down back-bite

They stab you in the back
And they claim that you're not looking
But Jah have them in the region
In the valley of decision
Now: what you want
Want more? Want more
Now: what you get
Want more? Want more
Now - Now: do you want more
You think it's the end? (think it's the end)
Do you want more? (want more) (you think it's the end)


Now, what you want
Want more? Want more"
Bob Marley & The Wailers,I’m Hurting Inside,"Oh-a-w-oh
When I was just a little child
(little child)
Happiness was there awhile
(there awhile)
And from me, it...
It slipped one day (ay)
Happiness
Come back I say
Cause if you don't come
I've got to go looking...
For happiness
Well if you don't come
I've got to go looking...
God, for happiness... happiness
Say that
Say I'm hurting
(inside) and its no...
I'm hurting
I'm hurting
Deep inside
Oh good god now
Oh hear my cry
Hear my cry
Yeah my my my my my my my cry
Been together like school children
(school children)
Then you hurt me just in vain
(just in vain)
Oh...
Lord, I'm your little child
(little child)
Oh
Happiness come back awhile
Cause if you don't come
I'm go'ng a looking
For happiness
The road is dangerous
Cause if you don't come
I've got to go looking
For happiness...happiness
Said I'm...
Don't you know I'm...
I'm hurting, hurting inside
Oh I'm hurting
Who cares
Who cares
Does the one who love
Oh
Feel the pain
Feel the pain
Does the one who love
Feel the pain
Feel the pain
(been together)
Been together like school children"
Bob Marley & The Wailers,Greetings,"Yeah
Greetings in the name of his imperial majesty
Emperor Haile Selassie I
Jah Rastafari
Who live'th and rain'eth with I'n'I
I-tinually
Ever faithful
Ever sure
They say
Experience teach at wisdom
But there's a natural mystic blow through the air"
Bob Marley & The Wailers,Cry to Me,"Ooh-ooh, hoo-hoo-hoo
Ooh-ooh, hoo-hoo

Cry to me, now
You are going to cry to me, yeah
You are going to walk back through the heartaches
You are going to walk back through the pain
(Shed those) Shed those lonely teardrops
The reaction of your cheating game

You got to cry to me, now
You are going to cry, cry, cry to me, yeah! Yeah
Lord knows how I get from the heartaches
Lord that leadeth me, yeah
And now I'm by the still water
You've got to cry to me, yea-ea-eah

You going to cry to me now
You have got to cry, cry, cry to me, yeah
You are going to spend those lonely hours
You are going to shed those lonely tears
(Walk back) Walk back through the heartaches
(Walk back) Walk back through the pain
(Shed those) Shed those lonely teardrops
The reaction of your cheating game

You are going to cry to me, now
You got to cry, cry, cry to me, yeah
Saying, (don't know) don't know - know how I get from the heartaches
(Lord that) Lord that leadeth me, yeah-eah-eah
(Shed those lonely teardrops) Now I'm by the still water
(The reaction of your cheating game) Going to cry to me now, hey

(Cry) Cry
(Cry) Cry"
Bob Marley & The Wailers,Slogans,"Can't take your slogans no more
Can't take your slogans no more
Can't take your slogans no more
Can't take your slogans no more

Wipe out the paintings of slogans
All over the streets (ooh, ooh, ooh)
Confusing the people
While your asphalt burns our tired feet
I see borders and barriers
Segregation, demonstration and riots (ooh, ooh, ooh)
A-sufferation of the refugees
Oh-oh, when, when will we be free?

Oh-oh-oh, we can't take your slogans no more
Can't take your slogans no more
Can't take your slogans no more
No more sweet talk from-a grimepit
No more sweet talk from the hypocrites


So we know we can't take your slogans no more
Can't take your slogans no more
Can't take your slogans no more
No more sweet talk from-a pulpit
No more sweet talk from the pulpit

No more sweet talk from-a grimepit
No more sweet talk from the hypocrites (oh, no hypocrites!)
No more sweet talk from-a grimepit (wo-ah yeah)
No more sweet talk (no-no-no-no sweet talk) from the hypocrites (hey!)
No more sweet talk from-a grimepit
No more sweet talk (no-no-no-no sweet talk) from the hypocrites (no-no-no-no hey!)"
Bob Marley & The Wailers,Simmer Down,"Simmer down, you lickin' too hot, so
Simmer down, soon you'll get dropped, so
Simmer down, can you hear what I say
Simmer down, that why won't you, why won't you, why won't you simmer down
Simmer down

Long time people dem used to say
What sweet nanny goat a go run him belly, so
Simmer down, oh control your temper
Simmer down, for the battle will be hotter
Simmer down, can you hear what I say
Simmer down, oh that I'm a leaving you today
Simmer down


Simmer down, oh you hear what I say
Simmer down, a that I'm leaving you today
Simmer down, can you hear what I say
Simmer down

Chicken Mary, hawk de near and when him de near, you must beware, so
Simmer down, oh control your temper
Simmer down, for the battle will be hotter
Simmer down, and you won't get no supper
Simmer down, and you know you bound to suffer
Simmer down, simmer, simmer, simmer right down
Simmer down, like you never did before
Simmer down, oh, oh, oh
Simmer down, can you hear what I say
Simmer down, you lickin' too hot so
Simmer down, and you know soon you'll get dropped, so
Simmer down, why won't you simmer, simmer down
Simmer down, simmer down, simmer down
Simmer down, simmer, simmer down
Simmer down, oh simmer, simmer down
Simmer down, like you never did before..."
Bob Marley & The Wailers,Mellow Mood,"I'll play your fav'rite song, darlin'
We can rock it all night long, darlin'
Cause I've got love, darlin'
Love, sweet love, darlin'

Mellow mood has got me
So let the music rock me
Cause I've got love, darlin'
Love, sweet love, darlin'
Quiet as the night
Please turn off your light
I'll play your fav'rite song, darlin'
We can rock it all night long, darlin'

Strike the hammer while iron is hot
Strike the hammer while iron is hot
Strike the hammer while iron is hot
Open up your heart
Open up your heart
Let love come running in, darlin'
Love, sweet love, darlin'
Love, sweet love, darlin'

I'll play your fav'rite song, darlin'
We can rock it all night long, darlin'
Cause I've got love, darlin'
Love, sweet love, darlin'

Mellow mood has got me, darlin'
Let the music rock me, darlin'
Cause I got your love, darlin'
Love, sweet love, darlin'
Love, sweet love, darlin'"
Bob Marley & The Wailers,Rastaman Chant,"Hear the words of the rasta man, say
Babylon your throne gone down, gone down
Babylon your throne gone down
Said, I hear the words of the higher man say
Babylon your throne gone down, gone down
Babylon your throne gone down
And I hear the angel with the seven seals, sayin, sayin, yeah, yeah, yeah
Babylon your throne gone down, gone down
Babylon your throne gone down
I say fly away home to Zion, fly away home
I say fly away home to Zion, fly away home
One bright morning when man work is over
Man will fly away home
One bright morning when man work is over
Man will fly away home
One bright morning when man work is over
Man will fly away home
I say fly away home to Zion, fly away home
I say fly away to Zion, fly away home
One bright morning when man work is over
Man will fly away home
Fly away home, fly away home
Fly away home, fly away home"
